benchmark_id,scenario_id,rep,method,feasibility,seed,m0,m1,n_proxy_total,C_sources,nontransfer_scale,overlap_lambda,intercept_drift_scale,pehe,ate_hat,ate_abs_err,ate_bias,tau_corr,tau_kendall,qini_auc,topk_10_ratio,topk_20_ratio,topk_30_ratio,topk_10_captured,topk_20_captured,calib_slope,calib_intercept,calib_r2,tau_ece,tau_mce,policy_value,policy_regret,policy_value_top20,policy_regret_top20,stage2_lambda,stage2_n_selected,stepb_M_fro_norm,stepb_M_effective_rank,runtime_sec
gold_fair_sweep,0cb8fe452618,0,ProxyOnly,FeasibleRestricted,623143576,100,0,20000,10,0.1,,,3.3656705563552367,-1.1044007436630392,0.35205922038867676,0.35205922038867676,0.5657769017769018,0.3939259259259259,0.5797647400696798,0.4403352145316604,0.4140548335752086,0.4090410040879318,2.4818716892700765,1.7158293472899293,0.9566706594240745,-0.3999121763431583,0.3187480519768542,0.42871118670225183,0.836444057957584,1.721834795803224,0.5877308402453751,1.6726968432136227,0.48562742464481934,0.0,0.0,,,5.481429815292358
gold_fair_sweep,0cb8fe452618,0,AnchorOnly,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,AnchorPlugin,FeasibleRestricted,623143576,100,0,20000,10,0.1,,,2.32849444589701,-0.8158591690870856,0.6406007949646304,0.6406007949646304,0.8317136077136078,0.63801001001001,0.8453416514045498,0.8310394232702111,0.7674670618364337,0.7418582540494015,4.684006977446432,3.1803577714740947,0.8583424584088425,-0.7561733991421119,0.7144389704917303,0.6774738472884457,1.7001074437380899,2.045156583517539,0.26440905253106006,1.9656025280504559,0.19272173980798613,0.0023782175090347937,30.0,,,5.265481948852539
gold_fair_sweep,0cb8fe452618,0,ProposedA,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_Together,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_JointProxy,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_FullyJoint,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_Direct,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_Together_Direct,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_FullyDirect,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_NoCrossfit,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_Direct_NoCrossfit,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_Together_NoCrossfit,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedA_Together_Direct_NoCrossfit,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedB_LinearStepB,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,ProposedB_SourceDR,FeasibleRestricted,623143576,100,0,20000,10,0.1,,,3.2589668026776937,-0.3759107104887104,1.0805492535630057,1.0805492535630057,0.6554202794202795,0.4702022022022022,0.6738418385607136,0.5188803026433922,0.582922609325025,0.5812305470853343,2.9245772101607175,2.41561174794745,1.2464707600554525,-0.9878982550358691,0.44191573072274615,1.0805492535630057,2.3482842125281533,1.7381538012790072,0.571411834769592,1.812653323345127,0.34567094451331504,0.0027750831000039025,30.0,7.574644771361576,10.0,29.075327157974243
