benchmark_id,scenario_id,rep,method,feasibility,seed,m0,m1,n_proxy_total,C_sources,nontransfer_scale,pehe,ate_hat,ate_abs_err,ate_bias,tau_corr,tau_kendall,qini_auc,topk_10_ratio,topk_20_ratio,topk_30_ratio,topk_10_captured,topk_20_captured,calib_slope,calib_intercept,calib_r2,tau_ece,tau_mce,policy_value,policy_regret,policy_value_top20,policy_regret_top20,stage2_lambda,stage2_n_selected,stepb_M_fro_norm,stepb_M_effective_rank,runtime_sec
l1tcl_gold_dim_sweep,4bd4e19c6458,11,ProxyOnly,FeasibleRestricted,633249427,50,50,5000,10,,0.3590549748137932,-0.20005504339450186,0.1330550433945019,-0.1330550433945019,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,1.8073002961649736e-17,-0.06700000000000024,1.0,0.2954916855269179,0.6689767433951966,0.0026461798198109737,0.016817,0.006063179819810976,1.734723475976807e-18,0.0,0.0,,,4.439738750457764
l1tcl_gold_dim_sweep,4bd4e19c6458,11,AnchorOnly,OracleTargetTreated,633249427,50,50,5000,10,,0.3255780242628808,0.007577085283209569,0.07457708528320954,0.07457708528320954,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-2.5894932255207122e-18,-0.06700000000000024,1.0,0.24676200528449288,0.6945370109117883,-0.012495820180189028,0.031959,0.0060631798198109745,3.469446951953614e-18,0.023676002009750965,0.0,,,6.677685260772705
l1tcl_gold_dim_sweep,4bd4e19c6458,11,AnchorPlugin,FeasibleRestricted,633249427,50,50,5000,10,,0.1973665228190761,-0.1092232840556232,0.04222328405562323,-0.04222328405562323,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-4.8351842115858605e-17,-0.06700000000000023,1.0,0.15075178459278382,0.39890340985129286,0.0019091798198109728,0.017554,0.0060631798198109745,3.469446951953614e-18,0.05967473477431764,5.0,,,3.763530969619751
l1tcl_gold_dim_sweep,4bd4e19c6458,11,ProposedA_FullyDirect,OracleTargetTreated,633249427,50,50,5000,10,,0.3395872702073694,-0.029651847063121104,0.037348152936878876,0.037348152936878876,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-1.1010351145898727e-18,-0.06700000000000023,1.0,0.2656651563789064,0.6728734078196497,-0.01015082018018903,0.029614,0.0060631798198109745,3.469446951953614e-18,0.0,0.0,,,6.121461868286133
l1tcl_gold_dim_sweep,4bd4e19c6458,11,ProposedB_LinearStepB,OracleTargetTreated,633249427,50,50,5000,10,,0.3236157702036703,0.005385040138475111,0.07238504013847509,0.07238504013847509,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-1.7582889954744395e-18,-0.06700000000000023,1.0,0.24513779113275738,0.6873294319547532,-0.012696820180189026,0.03216,0.0060631798198109745,3.469446951953614e-18,0.11319894865628909,2.0,0.0003722505028228588,1.0,13.432563781738281
l1tcl_gold_dim_sweep,4bd4e19c6458,11,ProposedB_SourceDR,FeasibleRestricted,633249427,50,50,5000,10,,0.10341125730474171,-0.007254376193367957,0.05974562380663202,0.05974562380663202,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-4.0594191496048854e-17,-0.06700000000000024,1.0,0.08259101972223065,0.21810111284164524,-0.012495820180189025,0.031959,0.006063179819810973,5.204170427930421e-18,0.1462277692850139,1.0,0.0003722505028228589,1.0,13.849560499191284
l1tcl_gold_dim_sweep,4bd4e19c6458,11,IPWTransport,FeasibleRestricted,633249427,50,50,5000,10,,0.19729219220435865,0.09474514427799556,0.16174514427799552,0.16174514427799552,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,1.3132993530931444e-17,-0.06700000000000021,1.0,0.1685942891595183,0.36147206492486383,-0.03313182018018902,0.052594999999999996,0.006063179819810974,4.336808689942018e-18,,,,,0.41344237327575684
l1tcl_gold_dim_sweep,4bd4e19c6458,11,EntropyBalancing,FeasibleRestricted,633249427,50,50,5000,10,,0.511987325076294,0.31686757538818894,0.38386757538818894,0.38386757538818894,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-8.421807325916127e-18,-0.06700000000000021,1.0,0.4242265521010857,0.9858389239741943,-0.03514182018018903,0.054605,0.006063179819810972,6.071532165918825e-18,,,,,0.7267806529998779
l1tcl_gold_dim_sweep,4bd4e19c6458,11,OutcomeModelTransport,FeasibleRestricted,633249427,50,50,5000,10,,0.05846273772412479,-0.04688644672032053,0.020113553279679446,0.020113553279679446,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,1.2942023377422381e-17,-0.06700000000000028,1.0,0.04619594157940995,0.1145629315161257,0.0059961798198109725,0.013467,0.006063179819810973,5.204170427930421e-18,,,,,0.05274248123168945
l1tcl_gold_dim_sweep,4bd4e19c6458,11,DRLearner_PooledWithSite,OracleTargetTreated,633249427,50,50,5000,10,,0.05515174696429698,-0.04990620118527688,0.017093798814723095,0.017093798814723095,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,2.0337414957169683e-17,-0.06700000000000025,1.0,0.043602112875389086,0.10758183308356246,0.008207179819810973,0.011256,0.006063179819810971,6.938893903907228e-18,,,,,0.2906026840209961
l1tcl_gold_dim_sweep,4bd4e19c6458,11,DRLearner_PooledNoSite,OracleTargetTreated,633249427,50,50,5000,10,,0.052752422870180615,-0.05640408673489634,0.010595913265103639,0.010595913265103639,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,2.2354644180728813e-17,-0.06700000000000023,1.0,0.041726451727581396,0.09978714102557458,0.010284179819810975,0.009178999999999998,0.006063179819810973,5.204170427930421e-18,,,,,0.2028353214263916
